,content,date
3861,"Coming out of the pandemic, we are experiencing digital transformation at a scale never seen before.",2021
3862,Entire industries are being reimagined in mere months.,2021
3863,This is driving lasting structural change and accelerating digital transformation driven by industry-specific cloud solutions.,2021
3864,"It’s now very clear that healthcare organizations that accelerated their digital investments can improve patient outcomes and reduce costs, at scale.",2021
3865,Advances such as AI will have an enormous impact on augmenting human capability in healthcare.,2021
3866,AI is technology’s most important priority and healthcare is its most urgent application.,2021
3867,That’s why we are so energized by today’s announcement.,2021
3868,"Nuance is a pioneer in enterprise AI, and it’s the AI layer at the healthcare point of delivery.",2021
3869,Nuance created the voice recognition category more than 20 years ago.,2021
3870,"It’s technology is deeply integrated with solutions medical professionals use all day, every day.",2021
3871,Seventy percent of U.S. hospitals are Nuance customers.,2021
3872,"Three out of four radiologists in the United States use Nuance to improve their effectiveness, and more broadly, 85% of the Fortune 100 use Nuance, applying AI to connect with their customers in new ways, protecting them with advanced biometric security.",2021
3873,Nuance has great momentum in cloud- and AI-first solutions in three key areas.,2021
3874,"First, ambient clinical intelligence.",2021
3875,Nuance’s Dragon Ambient Experience solution has completely redefined clinical documentation by capturing and contextualizing every word of the physician-patient encounter and automatically documenting it in the EHR.,2021
3876,Deep learning securely converts conversations into structured notes tailored to each medical specialty.,2021
3877,"This clinical documentation essentially writes itself, giving physicians time back to focus on patient care.",2021
3878,"It’s a fantastic example of how AI and cloud computing are being embedded in the world today, while preserving trust, security and privacy.",2021
3879,This is projected to be one of the fastest growing infrastructure software revenue streams in history.,2021
3880,"Second, healthcare cloud, more broadly, through its integrations with core healthcare systems like EHR, Nuance is moving key workflows in radiology, healthcare, speech recognition and medical coding to the cloud, reducing the burden on clinicians and delivering better clinical and financial outcomes.",2021
3881,"For example, Nuance is creating powerful feedback loops across the entire AI layer, connecting workflows, care pathways, quality review and EHR integrations to support critical clinical decision making.",2021
3882,Think of this as an AI learning loop for continuous improvement for every provider.,2021
3883,"And finally, cross-industry enterprise AI, specifically customer engagement and biometric security.",2021
3884,Nuance is building the next generation omnichannel customer engagement cloud service at a time when every business is reimagining how it interacts with customers.,2021
3885,Nuance also applying AI to security with biometric security solutions to authenticate customers and prevent fraud.,2021
3886,"Eight billion authentications are enabled by Nuance’s biometric services annually, and 31 billion customer interactions flow through their solutions each year.",2021
3887,"Today, the Microsoft Cloud is differentiated and is leading with industry and cross-industry solutions and are opportunities to take Nuance’s momentum and add Microsoft Cloud for Healthcare.",2021
3888,"Six months ago, we introduced the Microsoft Cloud for Healthcare which brings together the breadth of our offerings and adds new capabilities, customizations and standards unique to the industry.",2021
3889,"Nuance and Microsoft completely end-to-end patient-provider workflow captures the patient interaction, converting into clinical documentation, and conducting follow-up actions.",2021
3890,"Together, Nuance’s momentum and growth in these key areas paired with Microsoft scale across the enterprise, will increase our total addressable market and expand our AI leadership.",2021
3891,Nuance will double our TAM in the healthcare provider space and increase our TAM across healthcare to nearly 500 billion.,2021
3892,This acquisition brings our technology directly into the physician-patient loop which is central to all healthcare delivery.,2021
3893,"The acquisition will also expand our leadership in cross-industry, enterprise AI and biometric security.",2021
3894,"Nuance’s a recognized leader in conversational AI for intelligent customer engagement, through interactive voice response, virtual assistants and voice biometrics.",2021
3895,"Most importantly, together, we will drive increased customer benefits by augmenting the Microsoft Cloud for Healthcare with Nuance, and by combining Nuance’s deep enterprise AI expertise with the Microsoft Cloud, we will deliver powerful next-generation services and accelerate the growth of Nuance’s business and drive growth across our complete tech stack.",2021
3896,I’m greatly looking forward to empowering our customers together and the new opportunities we’ll create with them.,2021
3897,"To share more I will turn it over to nuance to CEO Mark Benjamin, Mark.",2021
3898,"MARK BENJAMIN: Thank you, Satya.",2021
3899,"At Nuance, we focus on creating intelligent solutions that amplify our customers’ abilities to help others.",2021
3900,"From revolutionizing the doctor-patient relationship to reinventing the way the large organizations connect with our customers, we want to be a leader in conversational AI and ambient clinical intelligence.",2021
3901,"We have pioneered speech technologies, natural language understanding and machine learning for more than 20 years, and so AI is certainly in our DNA.",2021
3902,"Over the past three years, we’ve gone through a transformation to streamline our portfolio, transition to the crowd and reinvigorate our purpose around healthcare and enterprise AI to deliver solutions that shape the future of work and care.",2021
3903,"We are redefining how work is done, making our customers more efficient, more effective, more productive, and more engaged.",2021
3904,"For healthcare, we are in a critical moment where the industry’s most pressing needs demand innovative responses and leadership from the marketplace.",2021
3905,"The clinicians, administrators and care teams in health organizations face challenges that multiply and intensify every year, making it increasingly difficult for providers to deliver consistently high-quality care.",2021
3906,"Clinician burnout, declining patient satisfaction, increased financial pressures, growing administrative demands and obstacles to effective care delivery, these have profound repercussions on patient care.",2021
3907,The pandemic has made finding solutions to these problems even more imperative.,2021
3908,"Beyond healthcare and across a range of industries, enterprises are consistently looking for omnichannel intelligent engagement technologies to address the current challenges around customer experience.",2021
3909,"Technologies like advanced voice-enabled solutions can help them to facilitate more personal, affordable and effective connections.",2021
3910,Our desire to address these challenges with powerful solutions was what led to the partnership with Microsoft about one-and-a-half years ago.,2021
3911,"Recognizing our distinctive areas of expertise are highly complementary, we brought together our AI and cloud technologies to accelerate the delivery of ambient clinical intelligence, which improves the lives of healthcare professionals and enhances the overall quality of patient care.",2021
3912,"Over the course of our partnership, we launched our ambient clinical intelligence solution, the Nuance Dragon Ambient eXperience, DAX for short, with Microsoft Azure.",2021
3913,"And then, amid the unprecedented migration to remote care during the pandemic, we further collaborated to rapidly create an integration for Nuance’s DAX with Microsoft’s Teams to broadly scale virtual concerts.",2021
3914,"Nuance is already a leader in conversational AI and ambient clinical intelligence, and our successful partnership with Microsoft provides us a unique opportunity to further build on our position and reach in healthcare and key enterprise verticals globally.",2021
3915,"For more than 20 years, we have built deep domain expertise across industries including healthcare, financial services, telecommunications, retail, government, and more.",2021
3916,"As Satya touched on, our industry-leading products serve large enterprises across the Fortune 100, and our healthcare solutions empower more than 550,000 physicians and 10,000 global healthcare organizations.",2021
3917,We are also taking the lead in redefining the paradigm of the 21st century healthcare by entering care delivery on the patient-physician experience.,2021
3918,DAX enables the physician to focus completely on the patient by providing clinical documentation that writes itself.,2021
3919,"Nuance’s solutions work seamlessly with core healthcare systems, including longstanding relationships with electronic health records, or EHRs, to alleviate the burden of clinical documentation and power providers to deliver better patient experiences.",2021
3920,"Beyond our clinician focused solutions, our PowerScribe One solution is a leading solution for radiology reports.",2021
3921,And we continue to expand our portfolio of radiology solutions with added intelligence to increase follow up compliance with clinical best practices.,2021
3922,And we foresee plenty of room to grow.,2021
3923,Our healthcare cloud grew 37 percent last fiscal year and we project continued momentum over the next couple of years.,2021
3924,"And beyond the healthcare sector, for large organizations, we see powering intelligent innovation with voice, digital and biometric solutions as a way to create superior customer experiences while reducing costs for the end product.",2021
3925,"With the backdrop of this dynamic period of transformation for healthcare, any business organizations worldwide, I believe strongly that scaling and formalizing the partnership with Microsoft at this moment is the best business, strategic and economic decision.",2021
3926,"Formally joining forces will amplify our ability to deliver products that shape the future or work, help solve healthcare’s most pressing challenges, and bring compelling value to our customers.",2021
3927,"And with Microsoft’s cloud infrastructure, we can get our solutions into doctors’ hands even faster.",2021
3928,"Equally important, our highly differentiated AI applications will advance Microsoft’s cloud share.",2021
3929,"And together, we will be able to address even more opportunities to significantly accelerate the application of AI and speech recognition, natural language processing and intelligent engagement across industries.",2021
3930,We can reach healthcare systems globally in an way we could not easily reach them before.,2021
3931,"At the same time, this combination offers a critical opportunity to deliver meaningful and certain value to our shareholders who have driven and supported us on this journey.",2021
3932,"In a world where technology innovation, the speed of change, cloud accessibility and scale are key differentiators to our customers, together, we have an extraordinary opportunity to define the future and accelerate the reach of our technology and our ambitions.",2021
3933,"In many ways, our reasons for coming together 18 months ago are the same reasons that we believe we can do even more by officially joining forces today.",2021
3934,Our belief in the power of this combination has only grown stronger as the changes and challenges in the critical industries we serve have continued to evolve.,2021
3935,"With that, over to you, Scott.",2021
3936,"SCOTT GUTHRIE: Thank you, Mark.",2021
3937,"As you can tell, we’re incredibly excited about today’s announcement.",2021
3938,"Building on the strategic alignment that Satya and Mark outlined and the impact we’re already making together, I’d like to highlight a few additional areas of opportunity, both in healthcare and for every industry.",2021
3939,Let’s take a closer look at a few of these scenarios.,2021
3940,"If you visited a doctor’s office in the U.S. recently, chances are good that your physician use Nuance solutions to document your visit.",2021
3941,"After you went home, they probably spent time speaking their notes into a solution like Nuance’s Dragon Medical One, a speech recognition solution built on Microsoft Azure and tailored for healthcare.",2021
3942,"In the future, we can bring Nuance’s deep domain expertise and the relationships with core healthcare systems like EHR, electronic health records, together with Microsoft’s advanced AI capabilities.",2021
3943,"By augmenting Microsoft’s cloud for healthcare solution with Nuance’s technology, healthcare providers will be able to spend more time focusing on patients, not paperwork, and continue to optimize the flow of their day-to-day work.",2021
3944,"Beyond speech recognition, we see an opportunity to empower providers further with ambient clinical intelligence, which is exactly what we’re doing with the Nuance Dragon Ambient eXperience.",2021
3945,"Mark talked about the incredible impact that DAX is having in the marketplace today, including the integration with Microsoft Teams to provide clinical intelligence during telehealth visits.",2021
3946,We’re excited about this technology and proud that it’s already running on Microsoft Azure.,2021
3947,"In the future, we believe we can further scale DAX through Microsoft’s global presence, as well as further enhance the product through our deep AI capabilities, finding additional opportunities across the Microsoft cloud for healthcare.",2021
3948,"We envision a wide range of AI-enabled services, tapping into our best-in-class Azure AI capabilities and leveraging our existing healthcare integrations, like the Azure API for fiber.",2021
3949,"When I see DAX in action, it’s also clear that this technology can be applied beyond healthcare, and Microsoft can do that.",2021
3950,We can bring this understanding of conversations to other industries that rely on that same modality.,2021
3951,"As just one example, think about conversations you could have with your financial advisor where ambient AI could document the plan and suggest next steps to your financial advisor.",2021
3952,Nearly any professional service could benefit from real-time engagement converted into material intelligence that drives actions.,2021
3953,Every customer I talk to is looking to make the right decision at the right time for all of their stakeholders.,2021
3954,Nowhere is this more true than physician-patient engagement.,2021
3955,We believe AI can help.,2021
3956,"There’s one critical scenario we can look at as an example, medical imaging.",2021
3957,Medical imaging makes up a staggering portion of all healthcare data.,2021
3958,"Going back to that hypothetical doctor’s visit, if you had an x-ray taken, it’s very likely the radiologists review the image are already using Nuance to create the radiology report.",2021
3959,"In the future, through our combined AI expertise, healthcare industry expertise and strong partner ecosystems, we can work with our partners in medical imaging to deliver AI and computer vision services for radiologists that reduce the time for imaging to diagnosis to treatment, and add value throughout the imaging workflow.",2021
3960,"Beyond healthcare, Nuance and Microsoft can take their combined expertise to all industries.",2021
3961,"By bringing conversational AI solutions like interactive voice response, together with the breadth and depth of Microsoft’s cloud portfolio, we believe will be able to deliver AI-driven digital engagement solutions for any industry scenario.",2021
3962,"Microsoft solutions like Dynamics 365 or Teams can be augmented with new AI-powered capabilities, adding more intelligence to any customer engagement.",2021
3963,"And Nuance’s biometric security expertise can bring new capabilities to solutions like Dynamic 365 fraud protection, enabling true omnichannel end-to-end and fraud protection for businesses and individuals alike.",2021
3964,"In addition to these specific scenarios, we see structural opportunities as well.",2021
3965,Let me touch on a few.,2021
3966,"With Microsoft’s global cloud infrastructure, we will enable dramatic global scale for Nuance technology.",2021
3967,"Our partner ecosystems will be able to build differentiated solutions, leveraging both Microsoft and Nuance capabilities, whether working with leading EHR providers like Epic and Cerner, or leading partners in other industries.",2021
3968,"Microsoft’s field and distribution channels will enable us to reach new customers in new segments and geographies, broadening the reach of Nuance’s technologies beyond the United States.",2021
3969,And this is just the beginning of what we envision together.,2021
3970,We’re excited about the opportunity to empower healthcare providers and advance real leadership across every industry with this acquisition.,2021
3971,"To close this out, let me hand it over to Amy Hood.",2021
3972,"AMY HOOD: Thanks, Scott.",2021
3973,"Over the past seven years, we’ve taken a consistent approach to mergers and acquisitions of all sizes.",2021
3974,"We focus on TAM expansive opportunities in high growth markets where we can uniquely add value to the users or the community, and we execute those transactions at a price that supports long-term shareholder value creation.",2021
3975,"As Satya, Mark and Scott discussed, Nuance meets those criteria, and with all acquisitions, value is ultimately only created with terrific execution by an aligned team with a shared vision of the future.",2021
3976,"For this, key indicators of our success will be accelerated top line growth of Nuance’s business, and starting with Microsoft Cloud for Healthcare, increased adoption of Azure, Teams and Dynamic 365 across industries.",2021
3977,Now let’s turn to the transaction details.,2021
3978,"We’ve agreed to acquire Nuance for $56 per share, applying a 23 percent premium to Nuance’s closing price on April 9th in an all-cash transaction valued at $19.7 billion.",2021
3979,The acquisition will not impact our previously announced share buyback program.,2021
3980,The transaction has been unanimously approved by the boards of directors of both Microsoft and Nuance.,2021
3981,"The transaction is intended to close by the end of this calendar year, subject to approval by new shareholders and the satisfaction of certain regulatory approvals and other customary closing conditions.",2021
3982,"On a non-GAAP basis, we anticipate the transaction will be minimally dilutive or less than one percent to EPS in FY22 and accretive and FY23.",2021
3983,"In this context, non-GAAP excludes the expected impact of purchase accounting adjustments, as well as the integration and transaction related expenses.",2021
3984,"Following the close of the transaction, we expect to report results for Nuance in our Intelligent Cloud segment.",2021
3985,"And Mark Benjamin will remain CEO of Nuance, reporting to Scott Guthrie.",2021
3986,"As you’ve heard from all of us this morning, we’re well positioned to be able to further empower healthcare providers and advance cross-industry enterprise AI with differentiated, high value solutions and a platform to support our customers’ and partners’ future innovation.",2021
3987,"And we’re confident that together, our product and go-to-market opportunities will drive long-term revenue growth.",2021
3988,"And with that, thank you all for joining us for this exciting announcement.",2021
3989,END,2021
3990,"Temenos expands collaboration with Microsoft to Meet Growing Demand for Temenos Open Banking Platform

Deutsch

Temenos, the banking software company announces its expanding its collaboration with Microsoft to meet the growing demand from banks for SaaS and banking capabilities delivered by Temenos’ open banking platform.",2021
3991,"Temenos is seeing tremendous growth in SaaS and its open banking platform, as banks increasingly turn to composable banking solutions – built on microservices and accessible via APIs – to modernize and address the challenges of their current IT landscapes.",2021
3992,"Furthermore, Temenos will collaborate with Microsoft on Green Cloud initiatives to help banks see an immediate and significant reduction in their carbon footprint and support them in achieving their ESG goals.",2021
3993,Research commissioned by Microsoft estimates businesses using their infrastructure are up to 93% more energy-efficient and can result in up to 98% lower carbon emissions than operating their own datacenter.,2021
3994,"These savings are attributable to four key features of the Microsoft Cloud: IT operational efficiency, IT equipment efficiency, datacenter infrastructure efficiency, and renewable electricity.",2021
3995,"Max Chuard, CEO, Temenos, commented:

“This agreement cements Temenos’ and Microsoft’s shared commitment to providing banks with an optimal path to cloud adoption.",2021
3996,"The cloud is essential for banks to reduce their time to market and operational complexity, as well as elastically scale and deliver outstanding digital customer experiences.",2021
3997,It also gives business agility in the new world of open banking and banking as a service.,2021
3998,"We see an acceleration in our SaaS business, and this landmark agreement will assist our clients in embracing the cloud for mission-critical banking services and taking advantage of emerging new business models with more certainty, predictability and at a lower cost.”

Bill Borden, Corporate VP of Worldwide Financial Services, Microsoft, said:

“We are thrilled to continue our collaboration with Temenos to build out its leading open banking capabilities on the Microsoft Cloud to address the industry’s rigorous security, regulatory and privacy demands.",2021
3999,"We also look forward to putting our combined strengths to work to expand the possibilities of the cloud for banks and financial institutions worldwide, helping them create differentiated customer experiences, accelerate time to value, and drive innovation for responsible growth.”

According to a recent Economist Intelligence Unit report, the take-up of SaaS and cloud infrastructure has accelerated since the start of the pandemic, as banks seize an opportunity to cut costs and ramp up their digital transformation projects.",2021
4000,"Temenos powers the banking services for over 3,000 financial institutions serving the banking needs of more than 1.2 billion people worldwide.",2021
4001,Temenos delivers its software across all major public cloud providers.,2021
4002,"With The Temenos Banking Cloud, banks can self-provision complete front-to-back banking services with localized functionality from over 150 countries.",2021
4003,"It gives banks the freedom to innovate faster, move from a CapEx to an OpEx model and benefit from a lower total cost of ownership.",2021
4004,"Inaugural Index, conceived by Laureus and SportsPro, highlights 29 companies driving change through sports-related CSR and ESG activities

List comprises brands spanning multiple industry sectors, including finance, technology, food and beverage, retail, energy, and transport

Independent judging panel includes sustainability experts, marketers and executives from likes of Formula E, UBS, Comic Relief USA and Dove Self-Esteem Project

Outdoor clothing manufacturer Patagonia, sportswear giant Nike, banks Santander and Barclays, and technology companies Microsoft and T-Mobile are among 29 brands to feature on the inaugural Laureus Sport For Good Index, a new list recognising entities that are delivering positive social or ecological impact through sport.",2021
4005,"The first-of-its-kind Index, conceived by purpose-focused platform Laureus in collaboration with SportsPro, is intended to shine a light on organisations that are having the clearest and most meaningful impact through their sports-related corporate social responsibility (CSR) and environmental, social and corporate governance (ESG) activities.",2021
4006,"Released to coincide with Cop26, the United Nations (UN) Climate Change Conference currently being held in Glasgow, Scotland, the inaugural list features major corporations and blue-chip brands spanning multiple industry sectors, including sportswear, finance, technology, food and beverage (F&B), retail, energy, and transport.",2021
4007,"Columbia, Dick’s Sporting Goods, Hylo Athletics, Athleta, Hummel and Vaude join Nike and Patagonia as representatives from the retail and apparel sectors, while Ball Corp., Footprint, Beko, Xylem and Best Water Technology (BWT) feature alongside Microsoft and T-Mobile in the technology category.",2021
4008,"Green energy companies, including Ecotricity, Octopus Energy, Engie and Renewable Energy Group, also feature heavily in the Index, while Allianz, Mastercard, Clif Bar, Gatorade, Heineken, Innocent, Oatly and Nissan make up the final list of 29 brands.",2021
4009,"The Index was determined by an independently adjudicated judging process overseen by an all-female panel of industry experts, including the likes of Comic Relief USA chief executive Alison Moore, Formula E sustainability director Julia Pallé, and Towa von-Bismark, an executive director at UBS.",2021
4010,"Brands who feature in the Index were assessed according to a set of seven key criteria, including evidence of creativity in purpose-led campaigns, level of investment in ‘sport for good’ causes, and the extent to which their sports investments align with the United Nations’ (UN) Sustainable Development Goals.",2021
4011,"An overall assessment was also made of the brands’ commitment towards building an equitable society, reducing sport’s ecological footprint, and growing the sports industry’s economy through sport for good campaigns.",2021
4012,"“The Sport for Good Index is a timely reminder of the transformational power of sport,” Edwin Moses, the chair of Laureus Sport For Good, said in a statement.",2021
4013,"“On behalf of the Laureus Academy, we are proud to celebrate the progress being made in this space by the brands listed in the inaugural Sport for Good Index.",2021
4014,"We’re also excited to engage with more organisations around the world to showcase and highlight the true value sport can play in wider society in future.”

Many of the brands who feature in the Index were commended for their efforts in the area of environmental sustainability, with the vast majority actively using their sports sponsorships to reduce their respective partners’ carbon footprint, raise awareness of the climate emergency and affect behavioural change.",2021
4015,"Brewing giant Heineken, for example, was recognised for creating a sustainable bar concept that is now utilised across all Formula E events, while Octopus Energy received plaudits for its work to accelerate the UK’s shift away from fossil fuels in tandem with Premier League club Arsenal and rugby union side Cardiff Blues.",2021
4016,"Notably, four of the brands in the Index – Hylo Athletics, Ecotricity, Oatly and Innocent – are official partners of Forest Green Rovers, the fourth-tier English soccer side that has been dubbed the ‘world’s greenest soccer club’ by global governing body Fifa.",2021
4017,"Social impact was also a key consideration for the judges, who determined a brand’s suitability for inclusion based on their commitments and initiatives in areas like gender equality, youth participation, female empowerment, racial diversity and volunteering.",2021
4018,"French utility company Engie, for instance, was recognised for its foundation’s work to set up tennis courts for people from disadvantaged backgrounds in urban areas across France, while sportswear firm Columbia was praised for promoting women’s health and financial inclusion throughout its global supply chain as part of its HERproject initiative.",2021
4019,"“The Laureus Sport for Good Index is the first of its kind to recognise the positive work carried out by some of sport’s biggest investors across our society,” said Ned Wills, the managing director of Laureus.",2021
4020,"“Sport, as a powerful tool to connect people, has the capacity to drive innovation and change beyond the sporting arena.",2021
4021,"As the world of sport and leading global brands continue to be driven by purpose, we hope the Laureus Sport for Good Index helps us build a platform for a more equitable society moving forwards.”",2021
4022,Microsoft Stock: Negative Carbon Emissions By 2030 (NASDAQ:MSFT) - Seeking Alpha,2021
4023,"News Temenos Expands Collaboration with Microsoft to Meet Growing Demand for the Temenos Banking Cloud Temenos working with Microsoft on SaaS and Green Cloud initiatives in financial services built on Microsoft Azure

Press Releases, Temenos – Company – Company

GENEVA, Switzerland – DECEMBER 15, 2021 – Temenos (SIX: TEMN), the banking software company, announces it is expanding its strategic relationship with Microsoft to meet the growing demand from banks for SaaS and banking services delivered by the Temenos’ Banking Cloud.",2021
4024,"Temenos is collaborating with Microsoft to develop financial services offerings in the cloud to drive scalability, operational efficiency, and innovation.",2021
4025,The Temenos Banking Cloud is hosted on Microsoft Azure.,2021
4026,"Temenos is seeing tremendous growth in SaaS and its open banking platform, as banks increasingly turn to composable banking solutions – built on microservices and accessible via APIs – to modernize and address the challenges of their current IT landscapes.",2021
4027,"Furthermore, Temenos will collaborate with Microsoft on Green Cloud initiatives to help banks see an immediate and significant reduction in their carbon footprint and support them in achieving their ESG goals.",2021
4028,Research commissioned by Microsoft estimates businesses using their infrastructure are up to 93% more energy-efficient and can result in up to 98% lower carbon emissions than operating their own datacenter.,2021
4029,"These savings are attributable to four key features of the Microsoft Cloud: IT operational efficiency, IT equipment efficiency, datacenter infrastructure efficiency, and renewable electricity.",2021
4030,"Max Chuard, CEO, Temenos, commented:

“This agreement cements Temenos’ and Microsoft’s shared commitment to providing banks with an optimal path to cloud adoption.",2021
4031,"The cloud is essential for banks to reduce their time to market and operational complexity, as well as elastically scale and deliver outstanding digital customer experiences.",2021
4032,It also gives business agility in the new world of open banking and banking as a service.,2021
4033,"We see an acceleration in our SaaS business, and this landmark agreement will assist our clients in embracing the cloud for mission-critical banking services and taking advantage of emerging new business models with more certainty, predictability and at a lower cost.”

Bill Borden, Corporate VP of Worldwide Financial Services, Microsoft, said:

“We are thrilled to continue our collaboration with Temenos to build out its Temenos Banking Cloud on Microsoft Azure to address the industry’s rigorous security, regulatory and privacy demands.",2021
4034,"We also look forward to putting our combined strengths to work to expand the possibilities of the cloud for banks and financial institutions worldwide, helping them create differentiated customer experiences, accelerate time to value, and drive innovation for responsible growth.”

According to a recent Economist Intelligence Unit report, the take-up of SaaS and cloud infrastructure has accelerated since the start of the pandemic, as banks seize an opportunity to cut costs and ramp up their digital transformation projects.",2021
4035,"Temenos powers the banking services for over 3,000 financial institutions serving the banking needs of more than 1.2 billion people worldwide.",2021
4036,Temenos delivers its software across all major public cloud providers.,2021
4037,"With The Temenos Banking Cloud, banks can self-provision complete front-to-back banking services with localized functionality from over 150 countries.",2021
4038,"It gives banks the freedom to innovate faster, move from a CapEx to an OpEx model and benefit from a lower total cost of ownership.",2021
4039,TSMC Pioneers Cross-field Collaboration with Microsoft Taiwan to Hold “Careerhack” Competition - Taiwan Semiconductor Manufacturing Company,2021
4040,"Amid the pandemic, Microsoft Teams has become a key element for communication within businesses.",2021
4041,"But since Teams data is spread over various parts of Microsoft 365, it's important to monitor storage limits.",2021
4042,"Microsoft Teams uses SharePoint Online for file storage, while it stores voice messages, calendar meetings and contacts in Exchange Online.",2021
4043,"Teams stores some of the other data, such as images, recordings and telemetry data, in Azure.",2021
4044,"The bulk of the message data is stored in a chat service table, but will eventually move to Azure Cosmos DB.",2021
4045,"Similarly, chat data will eventually move to Exchange.",2021
4046,Files often make up the bulk of an organization's Teams data.,2021
4047,"With the creation of a new team, a corresponding SharePoint site is also created.",2021
4048,"With the creation of a channel within a team, SharePoint creates a folder within a team site.",2021
4049,"Likewise, files that users share within Teams are automatically added to a SharePoint document library.",2021
4050,"Tech companies need to up their ESG (environment, social and governance) games – Photo: Shutterstock

It’s difficult to imagine a 21st century society without the technological products produced by Alphabet, Amazon, Apple and Microsoft – all of which rank high among the world’s most successful businesses, with a combined market value of $8.55trn (£6.4trn, €7.5trn).",2021
4051,"These companies have also been the long-term darlings of investors, thanks to their rock-solid profitability.",2021
4052,"But how do their environment, social and governance (ESG) credentials stack up in a world that is fast waking up to the reality and challenges of climate change?",2021
4053,"As the COP26 global climate summit held in Glasgow, UK, came to an end on Friday, the business world has been abuzz with debates on how fast companies must act to improve their ESG standards.",2021
4054,"In view of the urgent issues and challenges of climate change, now is a good time to evaluate just how well some of these best-known tech companies are actually walking their ESG talk.",2021
4055,"In order to do that, we will refer to the ESG ratings system produced by MSCI – a leading benchmark for assessing a company’s ESG credentials.",2021
4056,"GOOGL, AAPL, AMZN, MSFT stocks chart – Credit: TradingView

Tech giants’ lacklustre ESG performance

The trillion-dollar tech club’s collective ESG profile is rather lacklustre relative to the success of their main businesses, going by the MSCI ESG Ratings data.",2021
4057,"Alphabet (GOOGL), Amazon (AMZN), Apple (AAPL) and Microsoft (MSFT) are lagging behind a majority of their peers mostly due to governance-related concerns, the ratings data show.",2021
4058,"Microsoft, while highest-rated among the four in terms of its ESG performance, also has a weak corporate-behaviour rating and is an only average performer in terms of its carbon emissions-reductions targets.",2021
4059,"ESG ratings of trillion-dollar tech corporations – Data: MSCI ESG Ratings; Credit: Capital.com

An increasing number of global investors are now coming round to the view that incorporating ESG standards into portfolios need not mean a trade-off with their more traditional financial goals.",2021
4060,"While ESG considerations will differ across industries, the MSCI ESG Ratings data takes this into consideration when evaluating a company.",2021
4061,Their key issue framework outlines the different factors taken into consideration depending on the industry particular industry involved.,2021
4062,The ESG rankings – marked from AAA to CCC – are based on publicly available information.,2021
4063,"MSCI also details specific areas in which the company is a leader, within the average or a laggard in relation to their peers.",2021
4064,What is your sentiment on AMZN?,2021
4065,174.65 Bullish or Bearish Vote to see Traders sentiment!,2021
4066,Market sentiment: Bullish Bearish 93% 7% You voted bullish.,2021
4067,You voted bearish.,2021
4068,"Give AMZN a try Start trading Start trading Start trading or Try demo

Top tech firms’ ESG ratings versus peers – Data: MSCI ESG Ratings, Credit: Capital.com

Alphabet (GOOGL): ESG rating BBB (cut from AA in 2020)

The stock price of Alphabet – the parent company behind Google – has rallied more than 75% over the past 12 months, and has continued to remain in an upward trend after the company delivered impressive financial results for the third quarter.",2021
4069,"Positives: During 2020, Alphabet issued $5.75bn in sustainability bonds, the largest-ever corporate green-debt offering.",2021
4070,"The firm has allocated funds to its commitment to remain 100% carbon-free, a target that was reached in 2017.",2021
4071,The company has multiple global partnerships to source clean energy.,2021
4072,Concerns: Google has received a fair amount of negative press in recent years over allegations of manipulation of search results and misuse of intellectual property rights.,2021
4073,"A 2019 investigatve report by the Wall Street Journal, based on more than 100 interviews and the newspaper’s own testing of Google search results, suggested that the internet giant had interfered with search results due to pressure from governments, businesses and other groups.",2021
4074,"Alphabet ESG rating details – Data: MSCI ESG Ratings, Credit:

Amazon (AMZN): BBB (upgraded from BB in 2019)

Amazon’s share price has risen by about 120% from the lows seen in March 2020, when the coronavirus outbreak roiled global markets, as its online retailing business boomed during the pandemic lockdowns.",2021
4075,"Positives: Amazon has made a pledge to be net-zero in carbon emissions by 2040, and has also pledged to power its operations with 100% renewable energy by 2025.",2021
4076,Amazon has a dedicated Climate Pledge Fund and has backed a number of clean-energy start-ups – the most recent being Rivian Automotive.,2021
4077,"The company has been working towards this target by making investments in solar energy, which are intended to power its operations.",2021
4078,Concerns: Amazon has come under criticism for the allegedly poor working conditions at its warehouses.,2021
4079,The firm is currently in a legal battle with the New York Attorney General over workplace-safety issues.,2021
4080,It has also faced protests from a workers’ union in Alabama over social and governance practices.,2021
4081,"Amazon ESG rating details – Data: MSCI ESG Ratings, Credit: Capital.com

Apple (AAPL): BBB (downgraded from A in 2020)

Although Apple recently lost the top spot for world’s most-valued company to Microsoft, its stock price actually rose by about 25% between June and September this year.",2021
4082,The maker of iPhones and iPads saw its most profitable quarter ever at the end of last year.,2021
4083,"Positives: In April 2020, Apple’s corporate operations became carbon-neutral , and it has committed to a similar outcome by 2030 for its supply chain and products.",2021
4084,The company has achived this by using sustainable materials and investments in renewable energy.,2021
4085,Apple is the first US firm to back mandatory ESG disclosures proposed by the US Securities and Exchange Commission (SEC).,2021
4086,"Concerns: Recent months have seen allegations of employment issues within the company, which are currently being investigated by the US Department of Labor.",2021
4087,This has given rise to the so-called #appletoo movement on Twitter and other internet plaforms.,2021
4088,Apple isn’t featured on Bloomberg’s Gender-Equality Index (GEI).,2021
