,Text,is_long,ESG_Category
15142,Our culture enables us to pursue our mission with a growth mindset.,False,Social
3901,"We have pioneered speech technologies, natural language understanding and machine learning for more than 20 years, and so AI is certainly in our DNA.",False,General
576,"Soft Layer, then the largest privately held infrastructure provider, would hook its public cloud services with IBM's Smart Cloud offerings so users could more quickly and easily incorporate cloud computing.",False,General
15259,"Encouraging girls to pursue STEM More than 80 percent of the students benefitting from Youth Spark grants and partnerships are from underserved communities, and more than half are female.",False,Social
18964,Impact Story: Microsoft technology is being used to help reduce greenhouse gas emissions through our sponsorship of Acterras Drive Less Challenge.,False,Environmental
19015,Working with policymakers: Online privacy and safety can be complex issues.,False,General
16111,"Recognizing the vast number of raw materials and the complexity of our supply chain, Microsoft uses a riskbased approach to assess our raw material sourcing.",False,General
2323,And “carbon negative” means that a company is removing more carbon than it emits each year.,False,Environmental
19935,"With 110 Seniors Centers under the Microsoft UP umbrella, ASCCA will train 16,000 Australian seniors in 2006.",False,General
9129,Addressing the scale and breadth of sustainability challenges requires a datafirst approach.,False,Environmental
4170,He has also worked for newspapers in central Massachusetts and southwestern Vermont and served as a local editor for Patch.,False,General
15206,"Our pending acquisition of Git Hub recognizes the increasingly vital role developers will play in value creation and growth across every industry, and will enable us to bring our tools and services to new audiences while enabling Git Hub to grow and retain its developerfirst ethos.",False,General
18162,"In addition to donating software and hardware to nonprofits around the world, Microsoft provides training and information resources to help nonprofits leverage the transformative power of technology for good.",False,General
2177,"The Infocomm Media Development Authority (IMDA) will collaborate with Microsoft to offer technical capabilities consultancy to government agencies, enterprises and tech companies in developing 5G applications and services, according to a press release.",False,Environmental
14669,"The tool will enable a content producer to add digital hashes and certificates to content, which can then be fed into a reader to verify over time that the content is authentic and has not been manipulated.",False,General
11334,"Over the next five years, TCS expects that the Clever Energy solution will save the company and its customers more than $200 million dollars, and up to 170 tons of CO2 emissions.",False,Environmental
3147,Server and storage system designs revealed at the inaugural Open Compute Project Summit in 2011.,False,General
7983,Both tools offer a holistic solution for organizations aiming to reduce their carbon footprint by optimizing specific resources or workloads within Azure.,False,Environmental
8083,[Click on image for larger view.],False,General
18061,"Externally, were seeking to advance public understanding of the role business can play in driving respect for human rights.",False,Social
15352,The employee giving program focuses on giving in three primary ways:,False,Social
9061,Learn more.,False,General
8878,"Microsoft unveiled its Cloud for Sustainability platform in 2021, focused on enabling enable companies to record, report, reduce and replace their emissions through Software as a Service (SaaS) tools, and subsequently integrated the tool with Sustainability Manager, a data intelligencefocused solution offering organizations an increasingly automated view into the emissions impact of their entire operations and value chain.",False,Environmental
17018,Suppliers must correct issues within specific deadlines based on the severity of the nonconformance or risk termination of our business.,False,General
466,"If everyone teaching computers to act like humans are men, then the machines will have a view of the world that’s narrow by default and, through the curation of data sets, possibly biased.",False,General
12155,"We are procuring reclaimed water at our datacenters in Washington, Texas, California, and Singapore.",False,Environmental
18686,"From newspaper editorials to grassroots campaigns to investor inquiries, companies are under scrutiny for their political spending and lobbying, with widespread fears that they are exerting undue influence.",False,General
817,Microsoft recommends administrators use the Resilient File System for the volumes because it can help accelerate performance and protect against data corruption.,False,General
17168,Their work is governed through executive oversight and is reviewed semiannually by the Regulatory and Public Policy Committee of our Board of Directors.,False,Governance
18046,We also developed a program to donate Office 365 to nonprofits in 41 countries to help them better serve their communities.,False,Social
18741,"But even more importantly, each of these makes our business stronger and more resilient to a world that changes rapidly.",False,General
8700,"It promises an endtoend solution for managing sustainability data, offering a unified analytics experience powered by AI.",False,Environmental
3128,"Cloud operators like AWS, Facebook, Google and Microsoft are in the business of selling services, however, not hardware.",False,General
8439,"Story continues Media Contact:Gideon Kotkowskigideon@greenprojecttech.com Cision View original content to download multimedia:https://www.prnewswire.com/newsreleases/greenprojectcollaborateswith-microsofttoprovideseamless-carbonaccountingtosmbs-302085696.htmlSOURCE Green Project Technologies, Inc.",False,Environmental
16146,The Responsible Sourcing program also includes onsite compliance assessments of outsourced customer service and support call centers.,False,Social
2388,We’re launching today an expanded internal site where our employees can learn more.,False,Social
1632,Understanding Azure Ultra Disk Managed Disks is an Azure feature that simplifies disk management for infrastructureasaservice storage.,False,General
20788,"To meet its obligations under the European Commissions decision, Microsoft implemented a protocol licensing program to make the technical information used to help Microsoft servers communicate with non Microsoft servers available to partners and competitors.",False,Environmental
3353,"Tim Boyle | Getty Images News | Getty Images""They're not in this for charity,"" said Nathanael Greene, a senior renewable energy advocate at the National Resource Defense Council.",False,Environmental
878,"The tool you choose should depend on the characteristics of the environment you manage, as well as the cost and complexity constraints of your organization.",False,Environmental
12378,"We're aiming to reduce this to zero with our new solutions, enabled by a circular supply chain and logistics network design.",False,Environmental
7097,Microsoft’s Cloud for Sustainability is working to make reporting easier for customers while staying on track with regulation entities like CSRD.,False,Environmental
19467,"In calendar 2009, we funded the collection and recycling of more than 9.3 million kilograms of electronic materials27 percent of worldwide sales volume.",False,General
8398,"But collectively, they show the Azure platform is continuing to mature, said Simon Robinson, an analyst at Tech Target's Enterprise Strategy Group.",False,General
8888,"Executivelevel leadership, midmanagement and/or nonmanagement learners can be engaged in the business client’s choice of basiclevel ESG training, comprehensive ESG training, and/or advanced ES Gfocused training in specific topics of interest, such as circularity, reporting and risk.",False,Social
14607,"Highlights Providing donated and discounted technology and services We provided $1.9 billion in donated or discounted technology and services to 243,000 nonprofits globallymany serving on the front lines of COVID19 with modern, secure and scalable cloud technology like Microsoft 365 and Teams, Azure, Dynamics 365 and Power Platform, and the Common Data Model for Nonprofits.",False,General
72,"Chevron, for example, made the news when shareholders pressured it to be more transparent about climate risks.",False,Environmental
1402,"With the new Microsoft Storage Spaces Direct, you can also implement deduplication and compression for volumes based on the Resilient File System, making it possible to store up to 10 times more data per volume.",False,General
2842,Correction: A previous version of this story incorrectly included Tesla among tech stocks in the S&P 500.,False,General
18975,We are working with our suppliers to trace the source of all minerals used in our products that could potentially come from conflict zones.,False,General
11518,"The UN conference provides a platform for world leaders, businesses, and citizens to come together to discuss their role in climate action, with a focus on delivering on the Paris Agreement.",False,Environmental
14450,We are required to be independent and to meet our other ethical responsibilities in accordance with the Code of Professional Conduct issued by the AICPA.,False,Governance
20910,Im committed to making computers and ICT courses available for my students from kindergarten to grade 12 from next semester onward.,False,General
20977,"We also formed the Asia Disaster Technical Response Team to develop technologybased solutions for the relief community, and Microsoft employees continue to provide volunteer support for ontheground relief efforts.",False,General
18559,"Rescue, relief, and rebuilding efforts depend on fast, accurate communication to make a difference.",False,General
15696,"Learn about Pact Mapped key raw materials to their origins We completed our mapping of the origination of key raw materials that are used in our complex and global upstream supply chain, to identify and prioritize areas of risk.",False,General
20850,"For those who use earlier versions of Windows, we have simplified our Protect Your PC (PYPC) campaign.",False,General
2898,"Dheeraj Pandey, a founder and Nutanix's CEO from the beginning, said 12 days ago that he will retire after the board completes a search for his replacement.",False,General
7660,"For example, you can ask Copilot the right global warming potential (GWP) value for a given gas and assessment report (AR) version.",False,Environmental
20533,Its a double benefit for the nonprofit groups that our U. S. employees support.,False,Social
4034,"We also look forward to putting our combined strengths to work to expand the possibilities of the cloud for banks and financial institutions worldwide, helping them create differentiated customer experiences, accelerate time to value, and drive innovation for responsible growth.”According to a recent Economist Intelligence Unit report, the takeup of SaaS and cloud infrastructure has accelerated since the start of the pandemic, as banks seize an opportunity to cut costs and ramp up their digital transformation projects.",False,General
14886,"Using our technology to keep people safe: In a single day, Smart Screen sees and processes more than 18,000 malicious COVID19themed UR Ls and IP addresses.",False,General
21301,"n e Elder in Japan is a program that offers thousands of often isolated senior citizens an opportunity to use technology and learn IT skills, making them part of the digital age.",False,General
17951,1 Data provided covers 100% of Microsofts global operations and revenues.,False,General
16417,"When we do generate waste, we recycle whenever possible, and dispose of any remainder as required by local regulations.",False,Environmental
7888,"4bp looks to leverage power of generative AI with Copilot for Microsoft 365, bp.",False,General
14985,"Obsessing over what matters to our customers, becoming more diverse and inclusive in everything we do, operating as one company instead of multiple siloed businesses and lastly, making a difference in the lives of each other, our customers and the world around us.",False,Social
11099,"Azure’s various AI and ML services include Azure Machine Learning, Azure Cognitive Services and Azure Databricks.",False,General
6600,"Diego Justiniano, CEO of Exomad Green said:“The Exomad Green project with Carbonfuture and Microsoft is more than just a carbon removal initiative; it’s a testament to our commitment to environmental sustainability and community empowerment.",False,Environmental
9535,"Under the new agreement, Neustark will deliver 27,600 tons of carbon removal credits to Microsoft over the course of 6 years.",False,Environmental
10109,"You know, how do they mitigate risk?",False,General
16097,Learn about our actions to prevent modern slavery and human trafficking in our business and supply chain.,False,Social
12132,It is empowering our own teams to consider the full environmental impact of their designsboth today and in the future.,False,Environmental
12832,"To support our own work in sustainability and the needs of businesses around the globe, we see the need to dramatically change the landscape of green jobs and skilling across industries.",False,Environmental
9654,We also reduced singleuse plastics across all Microsoft packaging to 3.3% and are on track to eliminate their use by 2025.,False,Environmental
11468,I think they’re both essential.,False,General
17478,Microsofts director independence guidelines meet or exceed the independence requirements of NASDAQ listing standards and US Securities and Exchange Commission rules.,False,Governance
2405,"But with a rising global population, side effects of economic productivity such as global climate change can no longer be ignored because the number of people and corporations affected by them has dramatically increased over the last years.",False,Environmental
12526,"When devices are plugged in, turned on, and connected to the internet, and regional carbon intensity data is available, Windows Update will schedule installations at specific times of the day when doing so may result in lower carbon emissions because a higher proportion of electricity is coming from lowercarbon sources on the electric grid.",False,Environmental
2766,We will shift from singleuse to reusable packaging.,False,General
18460,The program increased health awareness by 26 percent and adoption of healthier behaviors by 60 percent.,False,Social
13981,FY21 was a year of progress and learning for Microsoft on our journey to zero waste.,False,Environmental
5314,"How does my SQL Server workload convert from on premises to AWS from a license perspective, onetoone?",False,General
18679,"efforts to improve living conditions, quality of life, and develop career growth opportunities for workers.",False,Social
14761,"In addition, we continue to advocate for strong privacy laws both to ensure individuals are empowered with control over their data and transparency in how their data is used, and to require companies to be accountable and responsible for their use of personal data.",False,General
12078,"Our offtake agreements are built on our experience procuring renewable energy, tailorable to the risks faced by diverse removal approaches, and structured to enable projects to gain outside financing.",False,Environmental
20508,"At the same time, we continually review the overall value of our services in the countries where we provide them, and the conditions created by local government policies and practices.",False,General
10520,"It appears to integrate ecodesign into its product manufacturing to satisfy the rising demand for more connected, lightweight, and energyefficient products in the car industry.",False,Environmental
4343,Joint offerings will help improve asset utilization and deploy business models that enable circularity.,False,Environmental
13536,"In June, Microsoft submitted comments to the US Securities Exchange Commission in support of the development and adoption of disclosure rules that will provide material, decisionuseful information for investors.",False,General
2638,"Climate Innovation Fund investment: Emerald Technology Ventures Microsoft’s Climate Innovation Fund is investing $10 million in the Emerald Technology Ventures’ $100 million Global Impact Fund, whose investors also include Temasek, Ecolab and S Kion.",False,Environmental
15859,"Microsofts Business and Corporate Responsibility (BCR) team is part of our Corporate, External, and Legal Affairs group.",False,Social
12069,"The purchase also contributes directly to the financing of Nurus new 3.7 MW solar metrogrid, which is anticipated to serve 5,000 customers and enhance more than 25,000 lives.",False,Environmental
6289,Bayer leverages Azure Data Manager for Agriculture large language model AP Is to bring actionable insights to farm data.,False,General
9250,It also provides a growing set of water data management capabilities.,False,Environmental
9215,"Microsoft as sustainability customer zero: Using data to drive progress Read part one In this second part of our Customer Zero blog series, we share some of the challenges and successes we’ve faced in this effort—from how we’ve used technology to advance our Scope 3 progress to how we’ve engaged with our suppliers to drive their own accountability and progress.",False,Environmental
3396,"Stephen Fitzpatrick, Vertical CEO and Founder, said:“This is the most exciting time in aviation for almost a century; electrification will transform flying in the 21st century in the same way the jet engine did 70 years ago.",False,Environmental
8525,"But before we jump to conclusions, let's examine some recent developments in the sustainability reporting area.",False,Social
11403,"At a moment of unprecedented attention, investment and opportunity for the emerging field of ESG, leaders are asking: Who is best preparing their organization for the society of the future?",False,Social
8319,"Deploying AI, you also have to implement sustainable solutions to minimise your overall environmental footprint.",False,Environmental
19372,Microsoft encourages employees to take part in shaping our business and their careers.,False,Social
8604,"The International Energy Agency (IEA) estimates that more than one gigaton of CO 2 per year will need to be captured by 2030, scaling up to more than six gigatons per year by 2050.",False,Environmental
18616,"Freedom of expression Internet freedom may seem like a given to some, but for many people around the world, its not that simple.",False,General
1282,"Suddenly if you’re a midsized US company with employees or customers in Europe and are subject to the GDPR, do you want to take on that risk inhouse and rely on your own IT department?",False,General
13896,The packaging for our holiday 2021 Surface products such as Surface Duo 2 and Surface Pro 8are 99 percent recyclable on average.,False,General
9479,Alphabet and Microsoft investors learn about the tech companies’ board diversity through dots and check marks in tables.,False,Social
13103,"Our strategy to reach carbon negative by 2030 is relatively simplewe will reduce our Scope 1 and 2 emissions to near zero by improving efficiency, adopting new solutions, and purchasing zero carbon energy.1 We are engaging suppliers and our business groups to cut our Scope 3 emissions by more than 50 percent and well rely on carbon removal to reach carbon negative.",False,Environmental
2767,3.,False,General
17518,"Microsofts global Human Resources team advances our policies and programs to recruit, retain, and develop exceptional people.",False,Social
1158,"The outcome of the project is a digital wallet which is not only customercentric, but also allows SIA to onboard new partners and reconcile payments through the use of blockchain technology.",False,General
20980,Our ability to deliver on our mission depends in part on how faithfully we live these values:,False,Social
2752,Each year Microsoft purchases renewable energy to cover its annual cloud consumption.,False,Environmental
3248,They will then be able to connect their emissions data sources into one view for reporting.,False,Environmental
4186,Conscious capitalism is an ethical approach to profitmaking that emphasizes environmental and social impact.,False,Social
16913,Weve led our industry with privacy protections such as our commitment to not scan Microsoft Outlook or other email services for purposes of targeting online advertising.,False,General
20610,"Recognition in Heroes & Builders section of Canada Day special feature, Macleans",False,Social
15681,"We set high standards for our suppliers and collaborate with them to positively impact their workers, the communities in which they operate, and their own business.",False,Social
3948,"We envision a wide range of A Ienabled services, tapping into our bestinclass Azure AI capabilities and leveraging our existing healthcare integrations, like the Azure API for fiber.",False,General
13074,"Our approach includes design and material selection, responsibly sourcing materials for our operations, products, and packaging, and increasing the use of recycled content.",False,General
9877,"This industry data platform will enable customers, partners, and independent software vendors (IS Vs) to perform analytics and build custom apps to meet their industryspecific needs.",False,General
8732,"With the assistance of an AI interface bot, a centralised hub for openended data insights can provide GLP better engagement with their data.",False,General
19197,Microsoft manages Citizenship activities the same way that we manage our other business priorities.,False,General
10267,"The global manufacturing of semiconductors could probably account for, by some estimates, 3% of overall greenhouse gas emissions by 2040.",False,Environmental
4049,"Likewise, files that users share within Teams are automatically added to a Share Point document library.",False,General
21002,"The Corporate Governance Guidelines, as well as the charters for all five Board committees, including the Corporate Staff Council and the Executive Team, are available at www.microsoft.com/msft/corpinfo.mspx.",False,Governance
11120,Hybrid cloud capabilities.,False,General
20615,"Austria Best Workplaces in Austria 2006 (19), Die Presse and Great Places to Work Institute Austria",False,Social
20053,Smith told the caucus that Microsoft believes it is the right time for federal privacy legislation because it has become increasingly clear that a comprehensive approach is needed to help protect consumers from identity theft and other misuses of their personal information.,False,General
963,Flat pricing success at Carbonite David Friend David Friend Interest has been so great that Friend questioned why he didn't come up with the freeegress idea sooner.,False,General
12426,Building a Planetary Computer We are planning to aggregate environmental data from around the world and put it to work through computing and machine learning in a Planetary Computer.,False,Environmental
14149,"They want to see their data utilized to meet the sustainability challenges we are facing and work together to enable users to utilize the data in a common, interoperable manner.",False,Environmental
17392,"More broadly, citizenship at Microsoft relies on the combined efforts of all our employees, including colleagues in dozens of other leadership roles, business and operational groups, and global subsidiaries.",False,General
10860,"The partnership will focus on the areas of Sustainable Manufacturing, Consumer Experience, Healthy Living, and Trusted Society.",False,Social
15926,"Businesses are expected to determine their salient human rights, which are defined as the rights at risk of the most severe negative impact through the companys activities and business relationships.",False,Social
7427,"Organizations can move V Mbased selfhosted databases to Google Cloud to take their hands off managing the infrastructure and instead relying on Google’s support, performance and disaster recovery capabilities.",False,General
9871,"Microsoft, therefore, leverages data to acquire a holistic grasp of an organisation's sustainability footprint and its value chain, which helps create effective strategies to enhance ESG performance.",False,Social
4819,Stay tuned for more announcements about this groundbreaking solution.,False,General
1731,“Things have certainly exceeded our expectations.,False,General
10408,"Recognising Microsoft’s sustainability journey One of the previous year’s winners of the edie Awards is Microsoft, which took the mantle for leadership in sustainability reporting and communications.",False,Environmental
3974,"We focus on TAM expansive opportunities in high growth markets where we can uniquely add value to the users or the community, and we execute those transactions at a price that supports longterm shareholder value creation.",False,General
7353,"Infrastructure as a service or platform as a service can be good starting points, but which service should an organization use?",False,General
14907,"We know that the decisions we make affect our employees, customers, partners, shareholders, suppliers, and communities and we take their voices into account.",False,Social
4178,"With a mission to uplift communities through opportunities and benefits provided by clean energy, Volt Energy develops, finances, and operates utilityscale, community solar, and distributed generation solar projects.",False,Environmental
5363,"The customer owned over 25,000 Windows Server core licenses on premises.",False,General
9641,We are firmly focused on achieving our 2030 commitments and making the right longterm investments that support the sustainability of our business for decades to come.,False,Environmental
20146,"Both provide technology skills training that empower people to transform P Cs into tools that can help them learn, build better livelihoods, and improve their lives.",False,General
6812,"Despite it being one of the industry’s most influential sustainability roles, for Nakagawa, this simply marks the next step in a career filled with major global positions – including a long span working with the US government.",False,Social
7547,"Meanwhile, Accenture stood out for having the highest ESG ranking among the listed companies.",False,Social
15299,Weve also implemented policies to ensure we have responsible and lawful access to customer data.,False,General
18960,"Developing environmental tracking software: Microsoft launched Environmental Sustainability Dashboard for Microsoft Dynamics AX 2012, an update to our 2009 Dashboard.",False,Environmental
20955,"The center is part of a nationwide program in Brazil, supported by Microsoft, which trains students and professionals on XML technology, an industry standard that enables communication among diverse applications and operating systems.",False,General
19911,"Russia: Leveraging ICT Curriculum In Russia, a 2006 Unlimited Potential grant will support Project Harmony a program supporting 21 select IDEA centers designed to provide improved technology access and skills training in underserved areas of the country.",False,General
3505,Try unlimited access Only $1 for 4 weeks Then $75 per month.,False,General
16214,"In 2016, these included a Supplier Diversity Award, Impact Sourcing Leadership Award, and Climate Performance Leadership Award.",False,Social
16728,"and Inclusion Strategy, which was reviewed and approved by our Board of Directors.",False,Social
17844,"In another example, we have collaborated with our suppliers and other hardware companies since 2007 to address conflict minerals from the eastern DRC.",False,General
15983,"Weve also created new processes to help put victims back in control of their online imagery and their privacy, with a new approach to nonconsensual pornography on our consumer services.",False,General
11107,"Google Cloud’s security meets compliance across the globe as well, meeting many ISO standards, GDPR, CCPA, HIPAA and more, all of which Azure also covers.",False,General
1258,"Starting last year, we did a joint [trip] with IR, our corporate secretary and me across Europe, hitting six or seven countries in order to experiment with having a fully integrated discussion about the business fundamentals and ESG issues.",False,Social
14098,We launched the $1 million GEO Microsoft Planetary Computer grant program to support early adopters of the Planetary Computer to apply Earth observations to address environmental and societal challenges.,False,Environmental
4148,"Pipeline Cyber Breach May be 'Wake Up Call' for Vulnerable Sector – Attorney It was only a matter of time before the midstream industry fell prey to a cybersecurity attack like the one recently suffered by Colonial Pipeline Co., an attorney and subject matter expert at firm Jones Walker LLP said in a recent interview.",False,General
9528,“And I think that is important.”,False,Social
8262,"Government & RegulatorsUS DOE to Provide $100 Million to Scale Carbon Removal ProjectsUK Requires Developers to Deliver Net Biodiversity Improvement on Housing, Infrastructure ProjectsESG Reporting China Stock Exchanges Announce Mandatory Sustainability Reporting Requirements for CompaniesESG Services and ToolsIBM Adds Supply Chain Emissions Data Capabilities to ESG Platform Microsoft Adds AI, Value Chain Data Solutions to Sustainability Platform Sustainable Finance Japan Launches Inaugural $11 Billion Climate Transition Bond OfferingEV Battery Venture ACC Raises $4.7 Billion to Build Gigafactories Across Europe Dow Issues Inaugural $1.25 Billion Green Bonds to Fund New Net Zero Chemical Plant Private Equity & Venture Capital Industrial Decarbonization Startup Celadyne Raises $4.5 Million to Accelerate Production, Use of Hydrogen Cleantech Startup Rimere Raises $10 Million to Convert Natural Gas and Methane into Sustainable Materials Electric Grid Orchestration Startup Camus Energy Raises $25 Million Sustainable Aviation Fuel Technology Company Velocys Raises $40 MillionESG InvestingJP Morgan AM Exits Climate Action 100+AXA IM to Vote Against Companies Lobbying Against Climate Goals Goldman Sachs AM Launches Global Green Bond ETF Black Rock Expands Proxy Voting Capabilities to Individual Investors Dutch Pension Giant PFZW Divests 98% of Oil and Gas Companies over Lack of Climate Action Exec Moves Investec Appoints Alicia Forry as Head of ESG for Alternative InvestmentsAXA IM Appoints Jane Wadia as Head of Core Sustainable Product Strategy Reports, Studies & Surveys Nearly Half of Companies Still Using Spreadsheets to Manage ESG Data: KPMG Survey70% of Consumers Unwilling to Spend More on Energy Sustainability: EY Survey",False,Environmental
273,Getting to know System Center What is System Center Virtual Machine Manager 2012?,False,General
9376,"Seismic is the launch partner with Microsoft Sales Copilot and provides content recommendations, collaboration, task automation, and engagement intelligence for Microsoft Sales Copilot users across the meeting experience to help drive deals and relationships forward and making sellers more productive.",False,General
18599,"By reducing the risk that companies cause or contribute to human rights harm, the G Ps protect human rights, build trust between companies and their internal and external stakeholders, and help ensure that fragile global markets become socially more inclusive and sustainable.",False,Social
19382,We have written policies that cover equal opportunities and antidiscrimination for,False,Social
15047,Microsoft is working to help ensure every person can build the skills and access the resources needed to succeed in a digital economy.,False,General
9115,"1 “Value chain and supply chain sustainability,” Carbon Trust.",False,Social
10273,"So, another way we're addressing this challenge with semiconductors and other materials, is through Microsoft's billiondollar Climate Innovation Fund.",False,Environmental
18442,"suppliers transparency in publishing an annual corporate social responsibility report, and implementing workermanagement communication programs and workergrievance reporting programs",False,Social
8145,The time savings really added up when she began using the AI tool in Power Point and Word as well.,False,General
15013,"We are building a more inclusive environment through programs like expanded caregiver leave, unconscious bias training, a global allyship program, a commitment to ongoing dialogue and the continued support for and growth of our eight Employee Resource Groups.",False,Social
11628,"Finally, we will join UNESCO’s Greening Education Partnership to deliver strong, coordinated action that will empower learners with the skills required for inclusive and sustainable economic development.",False,Social
7049,Greater autonomy necessitates better responsibility.,False,Social
13357,Climeworks Orca direct air capture plant in Iceland removes carbon dioxide from the atmosphere and stores it permanently underground using a mineralization technology developed by the Icelandic company Carbfix.,False,Environmental
15119,"Our corporate governance framework, policies, and practices are described in detail in our annual proxy statement and the corporate governance section of our Investor Relations website.",False,Governance
9759,"""With centrally managed data and Copilot in Microsoft Sustainability Manager, now in preview, organizations can use powerful generative AI and natural language queries to gain faster lines of sight into and answers out of data,"" Microsoft said.",False,Environmental
14641,"Weve provided a $2.5 million philanthropic grant to Home Sights Othello Square Project, which",False,Social
3931,"At the same time, this combination offers a critical opportunity to deliver meaningful and certain value to our shareholders who have driven and supported us on this journey.",False,General
8959,Learn more about sustainability solutions with Microsoft,False,Environmental
18732,"For example, we developed new ways to help teachers and schools use technology to make learning more engaging.",False,General
16825,"First, we seek to empower youth around the globe by connecting them with greater opportunities for education, employment, and entrepreneurship, with a particular focus on creating opportunities for all youth to learn computing.",False,Social
17690,"We reject requests that dont meet these requirements, and we only provide the data specified in the legal order.",False,General
4115,Share Point Online There are also Microsoft 365 storage space limits that apply to Share Point Online.,False,General
3354,"""They're in this to make money, so this tells us that renewable energy is winning in the marketplace.""",False,Environmental
18191,We also worked with groups like Random Hacks of Kindness and Humanitarian Toolbox.,False,Social
8182,A number of companies have had problems living up to SB Ti’s standards.,False,General
17860,"In addition, Microsoft has a longstanding and strong commitment to source from historically disadvantaged groups.",False,Social
6148,"Discover more Firstofkind Microsoft Cloud for Sustainability solutions leading the way Avanade leveraged a specialized Microsoft Cloud for Sustainability solution for Synagro, North America’s largest recycler of organic byproducts.",False,Environmental
6239,We have launched reference architecture for Microsoft Sustainability Manager and the Emissions Impact Dashboard for Microsoft Azure and Microsoft 365.,False,Environmental
21239,"At its research labs in Europe, Asia, and North America, MSR employs 700 researchers in 55 distinct areas of computer science, from artificial intelligence to data mining.",False,General
16411,"Weve also achieved a goal of zero waste from our global headquarters facilities in Puget Sound, Washington, which currently represents approximately 45 percent of our total real estate portfolio.",False,Environmental
13433,Trees on farms can also improve agricultural productivity and provide additional income to farmers through the sale of carbon credits.,False,Environmental
7800,"At COP28, our Microsoft Chief Sustainability Officer Melanie Nakagawa, Google Chief Sustainability Officer Kate Brandt, and Massachusetts Institute of Technology Bioinformatics Analyst Daniela Russo exchanged ideas about the critical role of technology and AI for improving access to climate information.",False,Environmental
10111,How do they create new opportunities?,False,General
7278,It is unclear what would happen if Microsoft is all set to go on Monday on the US front but hasn't reached an agreement with the UK regulator yet.,False,General
9536,The company started collaborating with Microsoft in 2022 and receives support as part of the “Microsoft for Startups” program.,False,General
17712,"We use PhotoDNA to help disrupt the spread of child pornography through Microsofts Bing, One Drive, and Outlook.com services.",False,General
3310,It ended the regular trading session on Oct. 25 at 308.13.,False,General
8049,"In the meantime, the transaction closed in October after a nearly twoyear fight with global antitrust regulators that finally signed off on it, subject to certain conditions.",False,General
8859,"""Technology is the core enabler of many sustainability (initiatives),"" said Qi.",False,Environmental
13152,Building for Zero Carbon and LEED certifications We are pursuing Zero Carbon certification for our Silicon Valley campus and Redmond campus modernization project with International Living Futures Institute.,False,Environmental
14186,"Therefore, ESG materiality in our reporting does not directly correspond to the concept of materiality used in securities law.",False,Social
17498,Goal: Implementing the regulatory and disclosure requirements adopted under the Dodd Frank Wall Street Reform and Consumer Protection Act.,False,General
11779,We made ambitious commitments in 2020 and we knew that progress would not always be linear.,False,General
2237,"That’s why today we are announcing an ambitious goal and a new plan to reduce and ultimately remove Microsoft’s carbon footprint.”Additionally, Mr. Smith commits to a bold target, stating that “by 2050 Microsoft will remove from the environment all the carbon the company has emitted either directly or by electrical consumption since it was founded in 1975.”Microsoft’s plan involves cutting the companies carbon emissions by half by 2030, as well as taking a technologyled approach to help the company’s suppliers and customers reduce their own carbon footprints.",False,Environmental
11009,ET (9 a.m. PT) on your calendar.,False,General
9499,"Microsoft used check marks in a table in its 2023 proxy statement to identify whether a particular director is a “representation of gender, ethnic, or other perspectives that expand the Board’s understanding of the needs and viewpoint of our customers, partners, employees, governments, and other stakeholders worldwide.”Of the company’s 12 board members, eight received a board diversity check mark.",False,Social
10301,Now the thing about red teaming is it's a bit like identifying an iceberg ahead.,False,General
20188,Teachers travel to Hyderabad for an intensive 12day course in basic IT skills that includes instruction on how to use the,False,General
257,"Lambley continues as a director with Howorth Communications, Ogilvy PR’s technology and B2B agency, where she remains an integral part of its business.",False,General
4391,"""My not just ambition but really dream for Microsoft is that we will do more than any institution to help other people do more to create a netzero world,"" Smith said during his remarks.",False,Environmental
15006,New and existing workspaces are periodically assessed to ensure they are constructed with sound designforsafety principles and that controls are implemented effectively,False,General
17991,We also set standards of a minimum of 50 percent recycled content (25 percent of which must be postconsumer) for paperboard packaging and a minimum of 25 percent postconsumer content for rigid plastic packaging.,False,General
5466,"Through the Diligent Boards and Teams integration, customers can:Minimize privacy risks through secure access to critical meeting and governance information and document privilege protection Keep meetings ontrack by viewing agendas within the Teams window​, tracking the amount of time left to discuss items, and identifying upcoming speakers Save time with meeting preparation and drive efficiency in meetings with easy access to a repository of reference materials Easily and securely collaborate on critical business topics by annotating and creating shared or private notes, and through signaturebased voting Improve board effectiveness and composition through easy access to Diligent’s Director Network Keep pace with the market through ESG news and reputation monitoring, realtime analytics and market intelligence“In today’s increasingly complex and fastpaced business landscape, it’s crucial for leaders to connect securely and efficiently and have access to the information they need, when they need it,” said Uriel Rootshtain, Director Field and Partner, Modern Work at Microsoft.",False,General
20867,"While officers in his unit were trying to learn their way around the Internet, cybercriminals were becoming increasingly adept in their ability to victimize children online in relative anonymity.",False,General
6866,"“We are pleased to welcome V Mware to the Microsoft Partner Pledge and looking forward to working together on the programmes core pillars of growing talent, enhancing diversity and inclusion and shaping a desirable world,” says James Chadwick, ISV Director, Microsoft UK.",False,Social
11234,"The solution leverages the combined power of big data, analytics, and cloud, with integrated Microsoft Azure AI and machine learning, Microsoft Power Automate, and Microsoft Power BI, providing meaningful insights for decisionmaking.",False,General
8482,"Partner perspective We asked Pragun Katyal, consultant at Infosys, how the organisation’s solutions leverage Microsoft technology to achieve ESG goals.",False,Social
