,Sentence,cleaned_text,Year,Company
1972,"By linking the forest data to water flow rate data records from before and after a forest disturbance, an analysis can provide insights for conservation planning and adapting forest and water management to future climate change impacts.",linking forest data water flow rate data records forest disturbance analysis provide insights conservation planning adapting forest water management future climate change impacts,2021,MSFT
1973,"As a result, local communities, regional organizations, and the federal government can better manage and protect these vital resources.",result local communities regional organizations federal government better manage protect vital resources,2021,MSFT
1974,Providing scientifically informed estimates of the impact of extreme drought events on drinking water availability.,providing scientifically informed estimates impact extreme drought events drinking water availability,2021,MSFT
1975,Providing scientifically informed estimates of the impact of extreme drought events on drinking water availability.,providing scientifically informed estimates impact extreme drought events drinking water availability,2021,MSFT
1976,"To date, 116 AI for Earth grantees have worked on waterrelated projects.",date 116 ai earth grantees worked waterrelated projects,2021,MSFT
1977,"Machine learning to predict regional water shortages Recognizing that lower income and small communities often face the largest barriers to safe and reliable drinking water, Microsoft provided a grant to the Leadership Counsel for Justice and Accountability to support their work around secure water supplies.",machine learning predict regional water shortages recognizing lower income small communities often face largest barriers safe reliable drinking water provided grant leadership counsel justice accountability support work around secure water supplies,2021,MSFT
1978,"The Leadership Counsel will assimilate data from disparate sources, using Azure resources to host",leadership counsel assimilate data disparate sources using azure resources host,2021,MSFT
1979,and deploy machine learning models and create a dashboard that people can interact with on a server.,deploy machine learning models create dashboard people interact server,2021,MSFT
1980,"The dashboard will provide regulators, advocacy groups, and the public with scientifically informed estimates of the impact of extreme drought events on drinking water availability.",dashboard provide regulators advocacy groups public scientifically informed estimates impact extreme drought events drinking water availability,2021,MSFT
1981,"This contribution also allows the Leadership Counsel to engage in wider community outreach efforts, advocate for policy efforts that will protect well water levels, and inform residents about the potential impact of water conservation policy efforts.",contribution also allows leadership counsel engage wider community outreach efforts advocate policy efforts protect well water levels inform residents potential impact water conservation policy efforts,2021,MSFT
1982,"Driving collective action We partner with likeminded companies and leading scientific organizations to develop and deliver research, guidance, and implementation roadmaps that enable all businesses to solve water challenges.",driving collective action partner likeminded companies leading scientific organizations develop deliver research guidance implementation roadmaps enable businesses solve water challenges,2021,MSFT
1983,"CEO Water Mandate and Water Resilience Coalition Acknowledging the importance of collective action and collaboration to solve shared water challenges, Microsoft has endorsed the United Nations Global Compact CEO Water Mandate, an initiative in co Secretariat with the Pacific Institute, since 2018.",ceo water mandate water resilience coalition acknowledging importance collective action collaboration solve shared water challenges endorsed initiative co secretariat since,2021,MSFT
1984,"In 2020, Microsoft and six other companies, together with the UN Global Compact CEO Water Mandate, spearheaded the establishment of the industrydriven Water Resilience Coalition (WRC).",six companies together global compact ceo water mandate spearheaded establishment industrydriven water resilience coalition wrc,2021,MSFT
1985,"Microsoft serves as a Coalition leader and has pledged its commitment to collective action, net positive water impact, resilient value chain, and global leadership.",serves coalition leader pledged commitment collective action net positive water impact resilient value chain global leadership,2021,MSFT
1986,We are committed to working with the Water Resilience Coalition and its more than 30 members to make progress against the WR Cs 2030 roadmap for collective action.,committed working water resilience coalition 30 members make progress wr cs roadmap collective action,2021,MSFT
1987,Microsoft is also advancing the development of tools and resources to enable companies to step forward by assessing and improving their water stewardship actions in partnership with the CEO Water Mandate.,also advancing development tools resources enable companies step forward assessing improving water stewardship actions partnership ceo water mandate,2021,MSFT
1988,"Water Action Hub Platform 4.0 was first presented during the 2021 World Water Week, was developed by the CEO Water Mandate and made possible with support from Microsoft.",water action hub platform 40 first presented world water week developed ceo water mandate made possible support,2021,MSFT
1989,"This latest version of the hub connects more than 1,500 projects with over 1,000 partner organizations worldwide.",latest version hub connects 1500 projects 1000 partner organizations worldwide,2021,MSFT
1990,"It also helps direct users to water tools by Ecolab, WWF, WRI, and other leading organizations.",also helps direct users water tools ecolab wwf wri leading organizations,2021,MSFT
1991,"Nature Based Solutions Tool is a webbased tool developed to serve as a key starting point for organizations looking to invest in naturebased solutions (NBS), and for those wishing to learn more about benefit identification and accounting.",nature based solutions tool webbased tool developed serve key starting point organizations looking invest naturebased solutions nbs wishing learn benefit identification accounting,2021,MSFT
1992,The tool was developed based on and in accordance with the published Benefit Accounting of Nature Based Solutions for Watersheds Guide.,tool developed based accordance published benefit accounting nature based solutions watersheds guide,2021,MSFT
1993,"California Water Action Collaborative Convened and facilitated by Ag Innovations, the California Water Action Collaborative (CWAC) is a network for diverse stakeholders to come together and pursue collective action projects that will improve Californias water resilience for people, business, agriculture, and nature.",water action collaborative convened facilitated ag innovations cwac network diverse stakeholders come together pursue collective action projects improve californias water resilience people business agriculture nature,2021,MSFT
1994,"Advocating for water Governments play a fundamental role in ensuring the availability of safe and clean drinking water, maintaining and expanding water infrastructure, protecting critical water ecosystems, and responding to water crises.",advocating water governments play fundamental role ensuring availability safe clean drinking water maintaining expanding water infrastructure protecting critical water ecosystems responding water crises,2021,MSFT
1995,"As a leading company committed to using its voice for policy, Microsoft has engaged in the following activities.",leading company committed using voice policy engaged following activities,2021,MSFT
1996,"Promoting US water infrastructure and resilience Microsoft advocated for clean energy and environmental provisions in the US Infrastructure Investment and Jobs Act, which commits over $8 billion for western water infrastructure and significant funding for waterrelated and other resilience efforts.",promoting us water infrastructure resilience microsoft advocated clean energy environmental provisions infrastructure investment jobs act commits 8 billion western water infrastructure significant funding waterrelated resilience efforts,2021,MSFT
1997,"The Water Action Hub platform connects 1,500 projects with 1,000 partner organizations worldwide.",water action hub platform connects 1500 projects 1000 partner organizations worldwide,2021,MSFT
1998,"Supporting Water Europe In 2020, Microsoft joined Water Europe, the leading association in Europe focused on technology and innovation aspects of water, with a focus on digital water.",supporting water europe joined water europe leading association europe focused technology innovation aspects water focus digital water,2021,MSFT
1999,"We have called for the inclusion of waterrelated topics in EU polices, such as water infrastructure into the COVID19 recovery packages.",called inclusion waterrelated topics eu polices water infrastructure recovery packages,2021,MSFT
2000,The US Infrastructure Investment and Jobs Act commits over $8 billion for western water infrastructure and significant funding for waterrelated and other resilience efforts.,infrastructure investment jobs act commits 8 billion western water infrastructure significant funding waterrelated resilience efforts,2021,MSFT
2001,Governments play a key role in ensuring the availability of safe and clean water.,governments play key role ensuring availability safe clean water,2021,MSFT
2002,we consume by 2030 We will continue to make progress against our 2030 replenishment commitment.,consume continue make progress replenishment commitment,2021,MSFT
2003,We have prioritized our investments in highstress locations where we operate and work with partners to identify the right type of replenishment projects that align with the unique challenges in each location.,prioritized investments highstress locations operate work partners identify right type replenishment projects align unique challenges location,2021,MSFT
2004,"We will continue to prioritize opportunities to partner with other stakeholders, including companies that operate in the same locations.",continue prioritize opportunities partner stakeholders including companies operate locations,2021,MSFT
2005,"and sanitation We will continue to work with Water.org to make progress against our accessibility commitment, providing 1.5 million people with access to clean water by 2030.",sanitation continue work make progress accessibility commitment providing 15 million people access clean water,2021,MSFT
2006,"Our support thus far has focused on Brazil, India, Indonesia, and Mexico, and will expand to include China, Malaysia, and South Africa.",support thus far focused expand include,2021,MSFT
2007,"We will continue to explore water, sanitation, and hygiene (WASH) solutions that will provide people across the globe with access to clean water and continue to identify opportunities to implement them.",continue explore water sanitation hygiene wash solutions provide people across globe access clean water continue identify opportunities implement,2021,MSFT
2008,"5 Evaluate water impacts beyond our operations We recognize that water is a challenge not just across our operational footprint, but also across our value chain.",5 evaluate water impacts beyond operations recognize water challenge across operational footprint also across value chain,2021,MSFT
2009,We will continue to explore ways we can support suppliers in understanding and managing their water risks.,continue explore ways support suppliers understanding managing water risks,2021,MSFT
2010,Energy is required to pump and transport water and similarly water is required to produce electricity.,energy required pump transport water similarly water required produce electricity,2021,MSFT
2011,We will continue to strengthen our understanding of the ways our energy procurement decisions can affect water resources.,continue strengthen understanding ways energy procurement decisions affect water resources,2021,MSFT
2012,Identify technology adoption opportunities for water We will use the investment from our Climate Innovation Fund into Emerald Technology Ventures to identify technology adoption opportunities for emerging water technologies that can help Microsoft achieve our water positive commitment and support our customers.,identify technology adoption opportunities water use investment climate innovation fund emerald technology ventures identify technology adoption opportunities emerging water technologies help microsoft achieve water positive commitment support customers,2021,MSFT
2013,Invest in partnerships We will continue to invest in new and existing partnerships that will enable Microsoft to make progress against our commitments and help protect water resources for future generations.,invest partnerships continue invest new existing partnerships enable microsoft make progress commitments help protect water resources future generations,2021,MSFT
2014,"Given the collective approach required to solve shared water challenges, we will continue to build on partnerships like the Water Resilience Coalition (WRC) that bring companies together to pool funding and invest in solutions in locations with extreme water stress.",given collective approach required solve shared water challenges continue build partnerships like water resilience coalition wrc bring companies together pool funding invest solutions locations extreme water stress,2021,MSFT
2015,We will also continue to support investments through our AI for Earth fund that strengthen water data and drive outcomes.,also continue support investments ai earth fund strengthen water data drive outcomes,2021,MSFT
2016,"Increase water efficiencies across our operations and identify innovative solutions To drive water use reductions in the short and long term, increasing efficiency is critical and it must be paired with innovation to ensure businesses can continue to operate in an unpredictable future with increasing water challenges.",increase water efficiencies across operations identify innovative solutions drive water use reductions short long term increasing efficiency critical must paired innovation ensure businesses continue operate unpredictable future increasing water challenges,2021,MSFT
2017,"As we identify innovative approaches that work, we look forward to scaling these within Microsoft and sharing them outside of our four walls to further reduce pressure on the shared water resources we depend on.",identify innovative approaches work look forward scaling within sharing outside four walls reduce pressure shared water resources depend,2021,MSFT
2018,"The context Every year, people consume 100 billion tons of materials, and in 2020 only 8.6 percent of those materials were cycled back into the economy after use, according to the 2021 Circularity Gap Report.",context every year people consume 100 billion tons materials 86 percent materials cycled back economy use according 2021 circularity gap report,2021,MSFT
2019,"Linear systems and existing infrastructure are not adequate to maintain, collect, and redistribute materials effectively for a global circular economy.",systems existing infrastructure adequate maintain collect redistribute materials effectively global circular economy,2021,MSFT
2020,"As a result, waste, including plastics, ewaste, and food waste, pollutes our land, clogs our waterways, depletes natural resources, and contaminates the air we breathe.",result waste including plastics ewaste food waste pollutes land clogs waterways depletes natural resources contaminates air breathe,2021,MSFT
2021,"We recognize the urgent need to protect the worlds biodiversity and ecosystems, give equal access to a safe and healthy environment, reduce carbon emissions associated with the creation and endof-life of these materials, and meet the needs of a growing population.",recognize urgent need protect worlds biodiversity ecosystems give equal access safe healthy environment reduce carbon emissions associated creation endof life materials meet needs growing population,2021,MSFT
2022,"As a company that makes and manufactures devices, as well as uses manufactured goods in our campuses, datacenters, and operations, we have an obligation to responsibly source materials and an opportunity to build a more circular approach into our work and the world.",company makes manufactures devices well uses manufactured goods campuses datacenters operations obligation responsibly source materials opportunity build circular approach work world,2021,MSFT
2023,"To reach our commitment to become a zero waste company by 2030, we are taking an increasingly circular approach to materials management to reduce waste and carbon emissions.",reach commitment become zero waste company taking increasingly circular approach materials management reduce waste carbon emissions,2021,MSFT
2024,Our strategy goes beyond waste diversion as we work across our value chain beginning with design and material selection.,strategy goes beyond waste diversion work across value chain beginning design material selection,2021,MSFT
2025,"We are increasing the use of recycled content, selecting recyclable or compostable materials, reducing hazardous substances, and designing out waste.",increasing use recycled content selecting recyclable compostable materials reducing hazardous substances designing waste,2021,MSFT
2026,"We keep products and materials in use longer through reuse, repair, and recycling programs.",keep products materials use longer reuse repair recycling programs,2021,MSFT
2027,Our commitment: zero waste by 2030 across our direct waste footprint,commitment zero waste across direct waste footprint,2021,MSFT
2028,"Increasing reuse of servers and components through Circular Centers By 2025, 90 percent of servers and components within our regional datacenter networks will be reused.",increasing reuse servers components circular centers 90 percent servers components within regional datacenter networks reused,2021,MSFT
2029,"Eliminating singleuse plastic By 2025, we will eliminate singleuse plastics in all Microsoft primary product packaging and all IT asset packaging in our datacenters.",eliminating singleuse plastic eliminate singleuse plastics primary product packaging asset packaging datacenters,2021,MSFT
2030,"Making fully recyclable products and packaging We will design Surface devices, Xbox products and accessories, and all Microsoft product packaging to be 100 percent recyclable in OECD countries by 2030.",making fully recyclable products packaging design surface devices xbox products accessories product packaging 100 percent recyclable oecd countries,2021,MSFT
2031,Driving to zero waste operations We will achieve 90 percent diversion of operational waste at datacenters and campuses and 75 percent diversion for all construction and deconstruction projects by 2030.,driving zero waste operations achieve 90 percent diversion operational waste datacenters campuses 75 percent diversion construction deconstruction projects,2021,MSFT
2032,"Transforming waste accounting We will continue to improve waste data accounting to ensure accuracy, auditability, and reporting.",transforming waste accounting continue improve waste data accounting ensure accuracy auditability reporting,2021,MSFT
2033,Investing in the future of circularity We will partner with companies around the world to drive circular economy innovation and adoption of technologies to reduce waste and reuse materials and products.,investing future circularity partner companies around world drive circular economy innovation adoption technologies reduce waste reuse materials products,2021,MSFT
2034,"We have planned five Circular Centers, with Amsterdam open, construction underway in Boydton, Virginia, and three more to be added in Dublin, Chicago, and Singapore in 2022.",planned five circular centers open construction underway three added,2021,MSFT
2035,This has projected savings of $100 million per year once fully scaled and will enable 90 percent reuse by 2025.,projected savings 100 million per year fully scaled enable 90 percent reuse,2021,MSFT
2036,"In FY21, we diverted more than 15,200 metric tons of solid waste otherwise headed to landfills and incinerators across our direct operational footprint.",fy21 diverted 15200 metric tons solid waste otherwise headed landfills incinerators across direct operational footprint,2021,MSFT
2037,We reduced singleuse plastics in our Microsoft product packaging by 18 percent or from 5.7 percent to 4.7 percent by weight (on average) of plastic per package in FY21.,reduced singleuse plastics product packaging 18 percent 57 percent 47 percent weight average plastic per package,2021,MSFT
2038,"We achieved a 97 percent recyclable Xbox Series X and S, and a 93 percent recyclable metal Surface Laptop 4, in Organization for Economic Cooperation and Development (OECD) countries per the UL methodology ECVP 2789.",achieved 97 percent recyclable xbox series x 93 percent recyclable metal surface laptop 4 organization economic cooperation development countries per ul methodology ecvp,2021,MSFT
2039,"We transformed our waste accounting using Microsoft technology, including Power Apps, Dynamics 365, and Power BI, increasing our collection of actual waste data and providing greater visibility into waste types.",transformed waste accounting using technology including power apps dynamics 365 power bi increasing collection actual waste data providing greater visibility waste types,2021,MSFT
2040,"We introduced two new accessories that are made in part from recycled waste materials: several new Xbox Wireless Controllers, built using over 30 percent postconsumer recycled (PCR) materials; and the Ocean Plastic Mouse, which has a plastic shell made with 20 percent recycled ocean plastic.",introduced two new accessories made part recycled waste materials several new xbox wireless controllers built using 30 percent postconsumer recycled pcr materials ocean plastic mouse plastic shell made 20 percent recycled ocean plastic,2021,MSFT
2041,"Four datacenters are Zero Waste certified, with new certifications for the San Antonio, Texas and Quincy, Washington datacenters and renewed certifications for our Boydton, Virginia and Dublin, Ireland locations.",four datacenters zero waste certified new certifications quincy datacenters renewed certifications ireland locations,2021,MSFT
2042,Eleven campuses now have customized roadmaps to achieve zero waste by 2030.,eleven campuses customized roadmaps achieve zero waste,2021,MSFT
2043,Our Puget Sound campus has been Zero Waste certified since 2016.,puget sound campus zero waste certified since,2021,MSFT
2044,We invested in circular economy startup Rheaply to help companies measure carbon emissions savings from reuse and fuel the circular economy.,invested circular economy startup rheaply help companies measure carbon emissions savings reuse fuel circular economy,2021,MSFT
2045,A year of progress and impact to get to zero waste by 2030.,year progress impact get zero waste,2021,MSFT
2046,"Working towards our target to divert 90 percent of operational solid waste from landfills and incinerators across our owned datacenters and campuses In FY21, our diversion rate remained nearly flat from FY20, and we diverted more than 12,600 metric tons of waste from being landfilled or incinerated.",working towards target divert 90 percent operational solid waste landfills incinerators across owned datacenters campuses fy21 diversion rate remained nearly flat fy20 diverted 12600 metric tons waste landfilled incinerated,2021,MSFT
2047,Employees working from home was one of the main drivers of the decrease of over 44.4 percent in total waste generated.,employees working home one main drivers decrease 444 percent total waste generated,2021,MSFT
2048,"Ensuring 90 percent of servers and components for all cloud hardware will be reused by 2025 The main drivers of our reuse percentage are the functional equipment that is remarketed (either whole or partedout), or materials that could be reused after the recycling process.",ensuring 90 percent servers components cloud hardware reused main drivers reuse percentage functional equipment remarketed either whole partedout materials could reused recycling process,2021,MSFT
2049,"In FY21, a reduction in the volume of decommissioned assets and increase in the volume of recyclable material in the mix contributed to the overall reduction in the reuse percentage.",fy21 reduction volume decommissioned assets increase volume recyclable material mix contributed overall reduction reuse percentage,2021,MSFT
2050,Expansion of our Circular Centers program and investments in systems and policy changes will further enable us to achieve our 90 percent reuse target of servers and components by 2025.,expansion circular centers program investments systems policy changes enable us achieve 90 percent reuse target servers components,2021,MSFT
2051,a. Waste generation values and classifications have been updated for FY19 and FY20 to be,waste generation values classifications updated fy19 fy20,2021,MSFT
2052,consistent with data collection and estimation methodology improvements established in FY21.,consistent data collection estimation methodology improvements established fy21,2021,MSFT
2053,"As we continue improving our waste accounting, our reported values may change.",continue improving waste accounting reported values may change,2021,MSFT
2054,a. Our program and supplier data quality has consistently improved over the years.,program supplier data quality consistently improved,2021,MSFT
2055,accurate data has helped us update our methodology for percentage reuse calculation.,helped us update methodology percentage reuse calculation,2021,MSFT
2056,"For consistency, previously reported years have been updated to reflect latest methodology applied to FY21.",consistency previously reported updated reflect latest methodology applied fy21,2021,MSFT
2057,"To meet our commitment to being zero waste by 2030, we are reducing, reusing, and diverting waste in our campuses and datacenters.",meet commitment zero waste reducing reusing diverting waste campuses datacenters,2021,MSFT
2058,We are also focused on keeping our products and packaging in use longer by designing for circularity.,also focused keeping products packaging use longer designing circularity,2021,MSFT
2059,Campuses and datacenters Our operations are a considerable part of our waste footprint.,campuses datacenters operations considerable part waste footprint,2021,MSFT
2060,"Getting to zero waste requires more ambitious efforts to reduce as much waste as we can, reuse products to extend use life, and recycle or compost wherever possible, as well as thinking through everything from visitor badges to server racks with circularity in mind.",getting zero waste requires ambitious efforts reduce much waste reuse products extend use life recycle compost wherever possible well thinking everything visitor badges server racks circularity mind,2021,MSFT
2061,"Building a circular cloud At Microsoft, we have taken a firstof-akind approach towards designing and implementing circularity into our cloud, aligning our endof-life dispositioning processes with an integrated plan across the entire supply chain.",building circular cloud taken firstof akind approach towards designing implementing circularity cloud aligning endof life dispositioning processes integrated plan across entire supply chain,2021,MSFT
2062,It starts with sustainable design and responsible sourcing of an asset.,starts sustainable design responsible sourcing asset,2021,MSFT
2063,"We use our assets as long as we can effectively, then reuse what we can to extend hardware life.",use assets long effectively reuse extend hardware life,2021,MSFT
2064,"After decommissioning, we move towards a diversified approach, ensuring that assets are dispositioned to optimize value, security, compliance, and sustainability.",decommissioning move towards diversified approach ensuring assets dispositioned optimize value security compliance sustainability,2021,MSFT
2065,"Over the past year, we engaged new suppliers who are able to remanufacture assets and components, effectively enabling new lifecycles for our assets.",engaged new suppliers able remanufacture assets components effectively enabling new lifecycles assets,2021,MSFT
2066,"We have successfully demonstrated takeback/ buyback models with our original asset suppliers, closing the loop on assets and enabling suppliers to repurpose or reuse assets and components, returning higher financial benefits as well as significant sustainability outcomes for carbon emissions reduction and material recovery.",successfully demonstrated takeback buyback models original asset suppliers closing loop assets enabling suppliers repurpose reuse assets components returning higher financial benefits well significant sustainability outcomes carbon emissions reduction material recovery,2021,MSFT
2067,We have built Circular Centers inside our large datacenter campuses to intercept and process all decommissioned assets.,built circular centers inside large datacenter campuses intercept process decommissioned assets,2021,MSFT
2068,"These include an intelligent disposition and routing system using Azure SQL, Power BI, and Embedded Power Apps integrated with Dynamics 365, which determines the optimal route for every component, creating a plan for every part, extending useful lifecycles well beyond the datacenter, and engaging our upstream and downstream suppliers.",include intelligent disposition routing system using azure sql power bi embedded power apps integrated dynamics 365 determines optimal route every component creating plan every part extending useful lifecycles well beyond datacenter engaging upstream downstream suppliers,2021,MSFT
2069,Our circular cloud will enable 90 percent reuse of datacenter hardware by 2025.,circular cloud enable 90 percent reuse datacenter hardware,2021,MSFT
2070,"The Circular Centers are also a significant contributor to our spares program, using harvested components from decommissioned assets to repair cloud hardware.",circular centers also significant contributor spares program using harvested components decommissioned assets repair cloud hardware,2021,MSFT
2071,"Increasingly, such approaches are creating more value and enabling greater resilience across our supply chain.",increasingly approaches creating value enabling greater resilience across supply chain,2021,MSFT
2072,"Our circular cloud will enable 90 percent reuse of datacenter hardware by 2025, significantly contributing to our goal of achieving zero waste datacenters by 2030 and goal of more than 50 percent emissions reduction by 2030.",circular cloud enable 90 percent reuse datacenter hardware significantly contributing goal achieving zero waste datacenters goal 50 percent emissions reduction,2021,MSFT
2073,Reusing cloud hardware via Circular Centers A critical piece of achieving our zero waste goal is managing ewaste from our growing datacenters.,reusing cloud hardware via circular centers critical piece achieving zero waste goal managing ewaste growing datacenters,2021,MSFT
2074,"Last year, we piloted a new approach to asset reuse by building a Circular Center within our Amsterdam datacenter campus, which represents 7 percent of our server capacity globally.",piloted new approach asset reuse building circular center within amsterdam datacenter campus represents 7 percent server capacity globally,2021,MSFT
2075,"We process decommissioned cloud hardware to service strategic routes, secondary markets, and suppliers, using intelligent routing software in combination with Dynamics 365.",process decommissioned cloud hardware service strategic routes secondary markets suppliers using intelligent routing software combination dynamics 365,2021,MSFT
2076,Our goal is 75 percent construction and deconstruction waste diversion for all projects.,goal 75 percent construction deconstruction waste diversion projects,2021,MSFT
2077,"Our goal is 90 percent waste diversion for campus projects over 75,000 square feet.",goal 90 percent waste diversion campus projects 75000 square feet,2021,MSFT
2078,"Over the past year, our Amsterdam Circular Center model has achieved 83 percent reuse and 17 percent recycling of cloud hardware.",circular center model achieved 83 percent reuse 17 percent recycling cloud hardware,2021,MSFT
2079,"Based on the success of the pilot, were expanding to five additional campuses in the US (Boydton, Chicago, Quincy), EMEA (Dublin), and APAC (Singapore) regions, and extending this model to most of our cloud computing assets.",based success pilot expanding five additional campuses quincy emea apac regions extending model cloud computing assets,2021,MSFT
2080,"This program should achieve 90 percent reuse by 2025 with projected savings of approximately $100 million each year, once scaled.",program achieve 90 percent reuse projected savings approximately 100 million scaled,2021,MSFT
2081,"We also seized opportunities to become more resilient, build better ties with communities, and increase collaboration with upstream and downstream partners.",also seized opportunities become resilient build better ties communities increase collaboration upstream downstream partners,2021,MSFT
2082,"Were bridging the skills divide in our datacenter communities by supporting technical training programs at community colleges, vocational schools, and other education institutions.",bridging skills divide datacenter communities supporting technical training programs community colleges vocational schools education institutions,2021,MSFT
2083,This work depends on decommissioned and excess datacenter equipment to facilitate the handson labs called Datacenter Academies in datacenter communities.,work depends decommissioned excess datacenter equipment facilitate handson labs called datacenter academies datacenter communities,2021,MSFT
2084,Zero waste datacenters Microsoft has a goal to achieve 90 percent diversion of datacenter operational waste by 2030.,zero waste datacenters goal achieve 90 percent diversion datacenter operational waste,2021,MSFT
2085,"To reach this goal, were working closely with our waste haulers to optimize waste diversion programs across our global datacenter portfolio.",reach goal working closely waste haulers optimize waste diversion programs across global datacenter portfolio,2021,MSFT
2086,"Were also partnering with thirdparty industry experts to investigate options for hardto-recycle materials, such as air filters used in our datacenters.",also partnering thirdparty industry experts investigate options hardto recycle materials air filters used datacenters,2021,MSFT
2087,Exploring innovative partnerships and solutions to reduce waste and transition to a circular economy are key strategies for achieving our 2030 goal.,exploring innovative partnerships solutions reduce waste transition circular economy key strategies achieving goal,2021,MSFT
2088,"In FY21, we achieved Zero Waste certifications for our San Antonio, Texas and Quincy, Washington datacenters and renewed certifications for our Boydton, Virginia and Dublin, Ireland locations.",fy21 achieved zero waste certifications quincy datacenters renewed certifications ireland locations,2021,MSFT
2089,Zero waste campuses Weve created a roadmap for key zero waste initiatives for each campus and committed to Zero Waste certifications by 2030 for all Microsoft campuses.,zero waste campuses created roadmap key zero waste initiatives campus committed zero waste certifications campuses,2021,MSFT
2090,"Linked Ins new campus in Omaha opened in 2021 with a focus on zero waste, which led to the team utilizing reclaimed wood wherever possible, including tabletops, lockers, and stairs.",linked ins new campus opened focus zero waste led team utilizing reclaimed wood wherever possible including tabletops lockers stairs,2021,MSFT
2091,52 percent of the wood on the project is reclaimed and the remaining 48 percent is FSC certified.,52 percent wood project reclaimed remaining 48 percent certified,2021,MSFT
2092,"Construction waste diversion Microsoft has a goal of 75 percent construction waste diversion for all projects and 90 percent for campus projects over 75,000 square feet.",construction waste diversion goal 75 percent construction waste diversion projects 90 percent campus projects 75000 square feet,2021,MSFT
2093,"To reach these goals, Microsoft and Linked In are refining RF Is for vendors, standardizing waste tracking and reporting, and establishing a decommissioning partner to ensure that our used furniture and materials are reused.",reach goals linked refining rf vendors standardizing waste tracking reporting establishing decommissioning partner ensure used furniture materials reused,2021,MSFT
2094,Our Puget Sound campus modernization project included deconstructing 12 existing buildings.,puget sound campus modernization project included deconstructing 12 existing buildings,2021,MSFT
2095,"We found multiple reuse opportunities, including using concrete waste for temporary roads and fill for the new campus, and recycling ceiling and carpet tiles into new tiles.",found multiple reuse opportunities including using concrete waste temporary roads fill new campus recycling ceiling carpet tiles new tiles,2021,MSFT
2096,Our Puget Sound project is currently achieving over 90 percent diversion.,puget sound project currently achieving 90 percent diversion,2021,MSFT
2097,"Reducing waste in campuses Last year, we began the rollout of recyclable paper visitor badges to Microsoft sites globally, which will help avoid seven tons of plastic waste annually.",reducing waste campuses began rollout recyclable paper visitor badges sites globally help avoid seven tons plastic waste,2021,MSFT
2098,"Additionally, were establishing new programs to reduce food waste, other singleuse plastics, and virgin finite materials.",additionally establishing new programs reduce food waste singleuse plastics virgin finite materials,2021,MSFT
2099,"Across Asia, sites like Singapore are utilizing sustainable meal boxes to cut down on waste generation.",across asia sites like utilizing sustainable meal boxes cut waste generation,2021,MSFT
2100,"Similarly in Japan, a new reusable cup initiative launched in July 2020 has completely phased out disposable cups and is estimated to potentially save 960,000 paper cups annually.",similarly new reusable cup initiative launched completely phased disposable cups estimated potentially save 960000 paper cups,2021,MSFT
2101,"Our Istanbul site is using solar powered compost tanks to reduce waste by 1,000 kg each month.",istanbul site using solar powered compost tanks reduce waste 1000 kg,2021,MSFT
2102,Our Puget Sound modernization project is currently achieving over 90 percent construction waste diversion.,puget sound modernization project currently achieving 90 percent construction waste diversion,2021,MSFT
2103,Zero waste for our devices and packaging means taking a circular economy approach to design out waste and keep materials in use longer.,zero waste devices packaging means taking circular economy approach design waste keep materials use longer,2021,MSFT
2104,"Postindustrial recycled materials We are developing opportunities to reuse manufacturing scrap in aluminum production, allowing us to use lowercarbon, 100 percent postindustrial recycled closed loop aluminum for future Surface computer housings.",postindustrial recycled materials developing opportunities reuse manufacturing scrap aluminum production allowing us use lowercarbon 100 percent postindustrial recycled closed loop aluminum future surface computer housings,2021,MSFT
2105,"For our neodymium magnets, a rare earth material, we are also exploring postindustrial scrap as a manufacturing feedstock, which would enable us to produce 100 percent recycled neodymium in magnets for future products.",neodymium magnets rare earth material also exploring postindustrial scrap manufacturing feedstock would enable us produce 100 percent recycled neodymium magnets future products,2021,MSFT
2106,Repurposed inventory Textiles at Microsoft are normally used on Surface palm rests and type covers.,repurposed inventory textiles normally used surface palm rests type covers,2021,MSFT
2107,"However, given the unique challenge of the COVID19 pandemic, we experimented with scrap Alcantara fabric and repurposed it into a product engineered to be a reusable, premium, and comfortable threelayer face covering for Microsoft employees.",however given unique challenge pandemic experimented fabric repurposed product engineered reusable premium comfortable threelayer face covering employees,2021,MSFT
2108,Getting to zero waste (continued) Devices Zero waste for our devices and packaging means taking a circular economy approach to design out waste and keep materials in use longer.,getting zero waste continued devices zero waste devices packaging means taking circular economy approach design waste keep materials use longer,2021,MSFT
2109,"We are extending the lifespan of our devices through programs like Design for Repair; we are designing our devices and packaging to use fewer materials and to be increasingly recyclable; and we are supporting reuse, repair, refurbishment, and recycling infrastructure to ensure that Microsoft devices are kept in use longer.",extending lifespan devices programs like design repair designing devices packaging use fewer materials increasingly recyclable supporting reuse repair refurbishment recycling infrastructure ensure devices kept use longer,2021,MSFT
2110,"Were also increasing use of recycled material in our own devices, accessories, and packaging.",also increasing use recycled material devices accessories packaging,2021,MSFT
2111,"Shifting to recycled materials Ocean plastics In October 2021, we launched the Ocean Plastic Mouse which has a shell made with 20 percent recycled ocean plastic, the first consumer electronics application of this material.",shifting recycled materials ocean plastics launched ocean plastic mouse shell made 20 percent recycled ocean plastic first consumer electronics application material,2021,MSFT
